[1], 	train loss: 0.010175	acc: 0.62057
[31], 	val loss: 0.0074185	acc: 0.79392
[32], 	train loss: 0.0057376	acc: 0.83617
[32], 	val loss: 0.0078959	acc: 0.7652
[33], 	train loss: 0.00546	acc: 0.84281
[33], 	val loss: 0.0086675	acc: 0.78716
[34], 	train loss: 0.005174	acc: 0.85303
[34], 	val loss: 0.0086961	acc: 0.77365
[35], 	train loss: 0.0047492	acc: 0.8704
[35], 	val loss: 0.0089409	acc: 0.77534
[36], 	train loss: 0.0048226	acc: 0.86427
[36], 	val loss: 0.0087813	acc: 0.77534
[37], 	train loss: 0.0049052	acc: 0.86018
[37], 	val loss: 0.009062	acc: 0.77027
[38], 	train loss: 0.0048323	acc: 0.86427
[38], 	val loss: 0.0082694	acc: 0.78547
[39], 	train loss: 0.0049134	acc: 0.85814
[39], 	val loss: 0.0087085	acc: 0.77027
[40], 	train loss: 0.0047753	acc: 0.86666
[40], 	val loss: 0.0084185	acc: 0.77027
[41], 	train loss: 0.0047933	acc: 0.87006
[41], 	val loss: 0.009259	acc: 0.75845
[42], 	train loss: 0.004842	acc: 0.86138
[42], 	val loss: 0.0078479	acc: 0.79392
[43], 	train loss: 0.0047326	acc: 0.86751
[43], 	val loss: 0.0079797	acc: 0.78885
[44], 	train loss: 0.0047282	acc: 0.87125
[44], 	val loss: 0.0080716	acc: 0.77872
[45], 	train loss: 0.0046098	acc: 0.875
[45], 	val loss: 0.0091466	acc: 0.77365
[46], 	train loss: 0.0047516	acc: 0.86802
[46], 	val loss: 0.0089521	acc: 0.79223
[47], 	train loss: 0.0044361	acc: 0.87926
[47], 	val loss: 0.0086269	acc: 0.78547
[48], 	train loss: 0.0047364	acc: 0.86683
[48], 	val loss: 0.0087447	acc: 0.76689
[49], 	train loss: 0.0046536	acc: 0.86989
[49], 	val loss: 0.0088935	acc: 0.77534
[50], 	train loss: 0.0046139	acc: 0.8721
[50], 	val loss: 0.008122	acc: 0.79054
[51], 	train loss: 0.0047548	acc: 0.86683
[51], 	val loss: 0.0089226	acc: 0.77365
[52], 	train loss: 0.0048374	acc: 0.86785
[52], 	val loss: 0.0090582	acc: 0.77365
[53], 	train loss: 0.0047137	acc: 0.86989
[53], 	val loss: 0.0095472	acc: 0.76182
[54], 	train loss: 0.0045659	acc: 0.87432
[54], 	val loss: 0.0095111	acc: 0.77196
[55], 	train loss: 0.0046304	acc: 0.87398
[55], 	val loss: 0.010062	acc: 0.75507
[56], 	train loss: 0.004564	acc: 0.87687
[56], 	val loss: 0.0085981	acc: 0.79223
[57], 	train loss: 0.0047248	acc: 0.8658
[57], 	val loss: 0.0088014	acc: 0.78547
[58], 	train loss: 0.0047391	acc: 0.87023
[58], 	val loss: 0.0079901	acc: 0.79899
[59], 	train loss: 0.0044418	acc: 0.8876
[59], 	val loss: 0.0080631	acc: 0.78547
[60], 	train loss: 0.0047702	acc: 0.86683
[60], 	val loss: 0.0091392	acc: 0.77872
[61], 	train loss: 0.0046255	acc: 0.86938
[61], 	val loss: 0.0082494	acc: 0.79223
[62], 	train loss: 0.0045917	acc: 0.87381
[62], 	val loss: 0.0080366	acc: 0.78378
[63], 	train loss: 0.0045677	acc: 0.87738
[63], 	val loss: 0.0089739	acc: 0.76689
[64], 	train loss: 0.0047945	acc: 0.86563
[64], 	val loss: 0.0088583	acc: 0.7973
[65], 	train loss: 0.0046251	acc: 0.8721
[65], 	val loss: 0.0093364	acc: 0.77365
[66], 	train loss: 0.0048882	acc: 0.86495
[66], 	val loss: 0.0088499	acc: 0.77703
[67], 	train loss: 0.0047081	acc: 0.86836
[67], 	val loss: 0.0085544	acc: 0.77703
[68], 	train loss: 0.0046998	acc: 0.87381
[68], 	val loss: 0.0087306	acc: 0.78209
[69], 	train loss: 0.0046396	acc: 0.86955
[69], 	val loss: 0.0085277	acc: 0.79392
[70], 	train loss: 0.0045422	acc: 0.87602
[70], 	val loss: 0.0078523	acc: 0.79223
[71], 	train loss: 0.0048119	acc: 0.87006
[71], 	val loss: 0.0082919	acc: 0.80574
[72], 	train loss: 0.0045431	acc: 0.87875
[72], 	val loss: 0.009214	acc: 0.78209
[73], 	train loss: 0.0045837	acc: 0.87534
[73], 	val loss: 0.0089489	acc: 0.77027
[74], 	train loss: 0.0045703	acc: 0.87772
[74], 	val loss: 0.0097382	acc: 0.75507
[75], 	train loss: 0.0046822	acc: 0.86904
[75], 	val loss: 0.0084832	acc: 0.78378
[76], 	train loss: 0.0046862	acc: 0.87602
[76], 	val loss: 0.0081663	acc: 0.78547
[77], 	train loss: 0.0045685	acc: 0.87057
[77], 	val loss: 0.0087102	acc: 0.79223
[78], 	train loss: 0.0044675	acc: 0.87449
[78], 	val loss: 0.0093346	acc: 0.76858
[79], 	train loss: 0.0045567	acc: 0.87415
[79], 	val loss: 0.0084037	acc: 0.79054
[80], 	train loss: 0.0046298	acc: 0.87006
[80], 	val loss: 0.0087395	acc: 0.78547
[81], 	train loss: 0.0047924	acc: 0.86461
[81], 	val loss: 0.008692	acc: 0.76858
[82], 	train loss: 0.0047011	acc: 0.87517
[82], 	val loss: 0.0081473	acc: 0.79054
[83], 	train loss: 0.0045455	acc: 0.87381
[83], 	val loss: 0.0084294	acc: 0.78041
[84], 	train loss: 0.004695	acc: 0.87262
[84], 	val loss: 0.008211	acc: 0.79561
[85], 	train loss: 0.0045823	acc: 0.87619
[85], 	val loss: 0.0086672	acc: 0.77872
[86], 	train loss: 0.0044185	acc: 0.875
[86], 	val loss: 0.0085264	acc: 0.78885
[87], 	train loss: 0.0046994	acc: 0.8704
[87], 	val loss: 0.0095635	acc: 0.77534
[88], 	train loss: 0.0045704	acc: 0.87534
[88], 	val loss: 0.0076046	acc: 0.80743
[89], 	train loss: 0.0046152	acc: 0.87176
[89], 	val loss: 0.0086412	acc: 0.77365
[90], 	train loss: 0.0046166	acc: 0.87245
[90], 	val loss: 0.0089615	acc: 0.76689
[91], 	train loss: 0.0046903	acc: 0.8704
[91], 	val loss: 0.0085844	acc: 0.79392
[92], 	train loss: 0.0046037	acc: 0.87449
[92], 	val loss: 0.0091363	acc: 0.77872
[93], 	train loss: 0.0049193	acc: 0.86172
[93], 	val loss: 0.0085305	acc: 0.77703
[94], 	train loss: 0.0046349	acc: 0.87193
[94], 	val loss: 0.0087128	acc: 0.74831
[95], 	train loss: 0.0047939	acc: 0.867
[95], 	val loss: 0.0087841	acc: 0.77534
[96], 	train loss: 0.0045995	acc: 0.87636
[96], 	val loss: 0.008436	acc: 0.7973
[97], 	train loss: 0.0046722	acc: 0.87193
[97], 	val loss: 0.0084726	acc: 0.79054
[98], 	train loss: 0.0046751	acc: 0.86921
[98], 	val loss: 0.0089784	acc: 0.78716
[99], 	train loss: 0.0047408	acc: 0.8704
[99], 	val loss: 0.0088775	acc: 0.77534
[100], 	train loss: 0.0046134	acc: 0.87176
[100], 	val loss: 0.0091621	acc: 0.76858
