[1], 	train loss: 0.010708	acc: 0.55484
[58], 	train loss: 0.0078169	acc: 0.7546
[58], 	val loss: 0.0088183	acc: 0.74155
[59], 	train loss: 0.0079776	acc: 0.74966
[59], 	val loss: 0.0090556	acc: 0.69932
[60], 	train loss: 0.0078967	acc: 0.74659
[60], 	val loss: 0.0087712	acc: 0.74493
[61], 	train loss: 0.0079034	acc: 0.75051
[61], 	val loss: 0.0097537	acc: 0.69257
[62], 	train loss: 0.0079635	acc: 0.74659
[62], 	val loss: 0.0088299	acc: 0.73142
[63], 	train loss: 0.0079123	acc: 0.74966
[63], 	val loss: 0.0087585	acc: 0.71791
[64], 	train loss: 0.0079902	acc: 0.74523
[64], 	val loss: 0.008612	acc: 0.74662
[65], 	train loss: 0.0080428	acc: 0.74745
[65], 	val loss: 0.0088696	acc: 0.73142
[66], 	train loss: 0.0079824	acc: 0.74659
[66], 	val loss: 0.0090635	acc: 0.73818
[67], 	train loss: 0.0081081	acc: 0.7471
[67], 	val loss: 0.0081215	acc: 0.73311
[68], 	train loss: 0.0079181	acc: 0.74796
[68], 	val loss: 0.0090436	acc: 0.71453
[69], 	train loss: 0.0079026	acc: 0.74983
[69], 	val loss: 0.0088675	acc: 0.74662
[70], 	train loss: 0.0081327	acc: 0.74063
[70], 	val loss: 0.0085149	acc: 0.73649
[71], 	train loss: 0.0079657	acc: 0.74557
[71], 	val loss: 0.0089267	acc: 0.74324
[72], 	train loss: 0.0079769	acc: 0.74336
[72], 	val loss: 0.008555	acc: 0.74155
[73], 	train loss: 0.0079008	acc: 0.74557
[73], 	val loss: 0.0092925	acc: 0.70608
[74], 	train loss: 0.0079226	acc: 0.74489
[74], 	val loss: 0.008816	acc: 0.73142
[75], 	train loss: 0.0080175	acc: 0.74523
[75], 	val loss: 0.0093652	acc: 0.73142
[76], 	train loss: 0.0078636	acc: 0.75034
[76], 	val loss: 0.0088358	acc: 0.70946
[77], 	train loss: 0.0080601	acc: 0.74813
[77], 	val loss: 0.008936	acc: 0.73142
[78], 	train loss: 0.0078315	acc: 0.74898
[78], 	val loss: 0.0089879	acc: 0.71791
[79], 	train loss: 0.0079539	acc: 0.75068
[79], 	val loss: 0.008904	acc: 0.71622
[80], 	train loss: 0.0078344	acc: 0.74898
[80], 	val loss: 0.0088953	acc: 0.72635
[81], 	train loss: 0.0079552	acc: 0.74234
[81], 	val loss: 0.0090871	acc: 0.72635
[82], 	train loss: 0.0079267	acc: 0.75017
[82], 	val loss: 0.0088646	acc: 0.73986
[83], 	train loss: 0.0077741	acc: 0.74506
[83], 	val loss: 0.0091455	acc: 0.71791
[84], 	train loss: 0.0079964	acc: 0.74251
[84], 	val loss: 0.0088876	acc: 0.72635
[85], 	train loss: 0.00797	acc: 0.74796
[85], 	val loss: 0.0089679	acc: 0.71622
[86], 	train loss: 0.007946	acc: 0.75375
[86], 	val loss: 0.0084242	acc: 0.75338
[87], 	train loss: 0.0078294	acc: 0.75494
[87], 	val loss: 0.0089585	acc: 0.71959
[88], 	train loss: 0.0080186	acc: 0.75034
[88], 	val loss: 0.010256	acc: 0.69257
[89], 	train loss: 0.008084	acc: 0.74046
[89], 	val loss: 0.0092751	acc: 0.69932
[90], 	train loss: 0.0078584	acc: 0.75528
[90], 	val loss: 0.009516	acc: 0.7027
[91], 	train loss: 0.0079051	acc: 0.74523
[91], 	val loss: 0.0092607	acc: 0.70608
[92], 	train loss: 0.0079775	acc: 0.75085
[92], 	val loss: 0.0091307	acc: 0.73311
[93], 	train loss: 0.0079931	acc: 0.74285
[93], 	val loss: 0.0088846	acc: 0.70608
[94], 	train loss: 0.0079336	acc: 0.74557
[94], 	val loss: 0.0094292	acc: 0.71791
[95], 	train loss: 0.008063	acc: 0.74302
[95], 	val loss: 0.0093395	acc: 0.7027
[96], 	train loss: 0.0080235	acc: 0.74438
[96], 	val loss: 0.0087848	acc: 0.69426
[97], 	train loss: 0.0079236	acc: 0.74983
[97], 	val loss: 0.0092337	acc: 0.69595
