[1], 	train loss: 0.01039	acc: 0.58583
[53], 	train loss: 0.0055851	acc: 0.8498
[53], 	val loss: 0.0099841	acc: 0.74662
[54], 	train loss: 0.005971	acc: 0.82766
[54], 	val loss: 0.0098383	acc: 0.72804
[55], 	train loss: 0.0057321	acc: 0.83873
[55], 	val loss: 0.0096843	acc: 0.72973
[56], 	train loss: 0.005873	acc: 0.83379
[56], 	val loss: 0.0084889	acc: 0.76014
[57], 	train loss: 0.0055903	acc: 0.84043
[57], 	val loss: 0.0092881	acc: 0.74155
[58], 	train loss: 0.0059106	acc: 0.83583
[58], 	val loss: 0.0092324	acc: 0.74493
[59], 	train loss: 0.0057965	acc: 0.8406
[59], 	val loss: 0.0093769	acc: 0.74831
[60], 	train loss: 0.005614	acc: 0.84247
[60], 	val loss: 0.0096233	acc: 0.75507
[61], 	train loss: 0.0057295	acc: 0.83515
[61], 	val loss: 0.0090916	acc: 0.75338
[62], 	train loss: 0.0058154	acc: 0.83157
[62], 	val loss: 0.0092073	acc: 0.75
[63], 	train loss: 0.0058506	acc: 0.836
[63], 	val loss: 0.0094313	acc: 0.74493
[64], 	train loss: 0.0057552	acc: 0.83651
[64], 	val loss: 0.0086308	acc: 0.74324
[65], 	train loss: 0.0056581	acc: 0.83907
[65], 	val loss: 0.0089341	acc: 0.75507
[66], 	train loss: 0.0058595	acc: 0.83089
[66], 	val loss: 0.0089345	acc: 0.75
[67], 	train loss: 0.0057514	acc: 0.84009
[67], 	val loss: 0.0092858	acc: 0.76689
[68], 	train loss: 0.0059576	acc: 0.83191
[68], 	val loss: 0.0092553	acc: 0.75507
[69], 	train loss: 0.005611	acc: 0.8406
[69], 	val loss: 0.010161	acc: 0.73311
[70], 	train loss: 0.0057986	acc: 0.83583
[70], 	val loss: 0.0097152	acc: 0.74662
[71], 	train loss: 0.0056973	acc: 0.836
[71], 	val loss: 0.0089965	acc: 0.7652
[72], 	train loss: 0.0056598	acc: 0.83856
[72], 	val loss: 0.0086082	acc: 0.75
[73], 	train loss: 0.005805	acc: 0.83685
[73], 	val loss: 0.010475	acc: 0.72635
[74], 	train loss: 0.0058865	acc: 0.83515
[74], 	val loss: 0.010036	acc: 0.74831
[75], 	train loss: 0.00577	acc: 0.83719
[75], 	val loss: 0.0091444	acc: 0.74324
[76], 	train loss: 0.0059416	acc: 0.83208
[76], 	val loss: 0.0092916	acc: 0.71959
[77], 	train loss: 0.0056114	acc: 0.83924
[77], 	val loss: 0.0096671	acc: 0.74324
[78], 	train loss: 0.0057179	acc: 0.83413
[78], 	val loss: 0.0096893	acc: 0.73649
[79], 	train loss: 0.005923	acc: 0.83072
[79], 	val loss: 0.009799	acc: 0.75676
[80], 	train loss: 0.0057286	acc: 0.83549
[80], 	val loss: 0.0097237	acc: 0.72804
[81], 	train loss: 0.0057231	acc: 0.83174
[81], 	val loss: 0.0091351	acc: 0.75507
[82], 	train loss: 0.0058264	acc: 0.83447
[82], 	val loss: 0.0093607	acc: 0.75845
[83], 	train loss: 0.0056309	acc: 0.83839
[83], 	val loss: 0.010469	acc: 0.73649
[84], 	train loss: 0.0058127	acc: 0.8314
[84], 	val loss: 0.0093239	acc: 0.74155
[85], 	train loss: 0.0057808	acc: 0.83549
[85], 	val loss: 0.0092114	acc: 0.76858
[86], 	train loss: 0.0057982	acc: 0.8326
[86], 	val loss: 0.0092068	acc: 0.76014
[87], 	train loss: 0.00595	acc: 0.82595
[87], 	val loss: 0.009486	acc: 0.74324
[88], 	train loss: 0.0057809	acc: 0.83583
[88], 	val loss: 0.011588	acc: 0.71284
[89], 	train loss: 0.0056493	acc: 0.84588
[89], 	val loss: 0.009403	acc: 0.74831
[90], 	train loss: 0.0057542	acc: 0.83685
[90], 	val loss: 0.0096509	acc: 0.74324
[91], 	train loss: 0.0057664	acc: 0.83481
[91], 	val loss: 0.0094953	acc: 0.73986
[92], 	train loss: 0.0058686	acc: 0.8326
[92], 	val loss: 0.010318	acc: 0.71959
[93], 	train loss: 0.0057739	acc: 0.83498
[93], 	val loss: 0.0089558	acc: 0.76689
[94], 	train loss: 0.0057115	acc: 0.83362
[94], 	val loss: 0.0098501	acc: 0.74155
[95], 	train loss: 0.0057363	acc: 0.83736
[95], 	val loss: 0.0097238	acc: 0.74324
[96], 	train loss: 0.0057127	acc: 0.84213
[96], 	val loss: 0.0098327	acc: 0.73142
[97], 	train loss: 0.0055635	acc: 0.84537
[97], 	val loss: 0.0089363	acc: 0.72973
[98], 	train loss: 0.0058431	acc: 0.83089
[98], 	val loss: 0.01014	acc: 0.72297
[99], 	train loss: 0.0057976	acc: 0.82953
[99], 	val loss: 0.0079179	acc: 0.79223
[100], 	train loss: 0.0058752	acc: 0.836
[100], 	val loss: 0.0088302	acc: 0.73311
